transcript_id	gene_id	gene_name
ENST00000718886.1	ENSG00000293423.2	ABCA17P
ENST00000718887.1	ENSG00000293423.2	ABCA17P
ENST00000718888.1	ENSG00000293423.2	ABCA17P
ENST00000718889.1	ENSG00000293423.2	ABCA17P
ENST00000718890.1	ENSG00000293423.2	ABCA17P
ENST00000718891.1	ENSG00000293423.2	ABCA17P
ENST00000627453.2	ENSG00000231749.4	ABCA9-AS1
ENST00000627596.2	ENSG00000231749.4	ABCA9-AS1
ENST00000627957.2	ENSG00000231749.4	ABCA9-AS1
ENST00000629311.1	ENSG00000231749.4	ABCA9-AS1
ENST00000630575.2	ENSG00000231749.4	ABCA9-AS1
ENST00000630625.1	ENSG00000231749.4	ABCA9-AS1
ENST00000755099.1	ENSG00000231749.4	ABCA9-AS1
ENST00000429114.5	ENSG00000291052.2	ABCC13
ENST00000467409.7	ENSG00000291052.2	ABCC13
ENST00000471902.6	ENSG00000291052.2	ABCC13
ENST00000481582.5	ENSG00000291052.2	ABCC13
ENST00000482980.5	ENSG00000291052.2	ABCC13
ENST00000685452.1	ENSG00000291052.2	ABCC13
ENST00000688334.2	ENSG00000291052.2	ABCC13
ENST00000688378.1	ENSG00000291052.2	ABCC13
ENST00000689702.2	ENSG00000291052.2	ABCC13
ENST00000690235.2	ENSG00000291052.2	ABCC13
ENST00000690439.2	ENSG00000291052.2	ABCC13
ENST00000690887.2	ENSG00000291052.2	ABCC13
ENST00000691950.1	ENSG00000291052.2	ABCC13
ENST00000692080.3	ENSG00000291052.2	ABCC13
ENST00000701540.1	ENSG00000291052.2	ABCC13
ENST00000701596.2	ENSG00000291052.2	ABCC13
ENST00000701605.2	ENSG00000291052.2	ABCC13
ENST00000701615.1	ENSG00000291052.2	ABCC13
ENST00000826941.1	ENSG00000291052.2	ABCC13
ENST00000826942.1	ENSG00000291052.2	ABCC13
ENST00000826943.1	ENSG00000291052.2	ABCC13
ENST00000826944.1	ENSG00000291052.2	ABCC13
ENST00000826945.1	ENSG00000291052.2	ABCC13
ENST00000826946.1	ENSG00000291052.2	ABCC13
ENST00000826947.1	ENSG00000291052.2	ABCC13
ENST00000826948.1	ENSG00000291052.2	ABCC13
ENST00000826949.1	ENSG00000291052.2	ABCC13
ENST00000826950.1	ENSG00000291052.2	ABCC13
ENST00000826951.1	ENSG00000291052.2	ABCC13
ENST00000826952.1	ENSG00000291052.2	ABCC13
ENST00000826953.1	ENSG00000291052.2	ABCC13
ENST00000826954.1	ENSG00000291052.2	ABCC13
ENST00000826955.1	ENSG00000291052.2	ABCC13
ENST00000826956.1	ENSG00000291052.2	ABCC13
ENST00000826957.1	ENSG00000291052.2	ABCC13
ENST00000826958.1	ENSG00000291052.2	ABCC13
ENST00000826960.1	ENSG00000291052.2	ABCC13
ENST00000826961.1	ENSG00000291052.2	ABCC13
ENST00000826962.1	ENSG00000291052.2	ABCC13
ENST00000826963.1	ENSG00000291052.2	ABCC13
ENST00000826964.1	ENSG00000291052.2	ABCC13
ENST00000826965.1	ENSG00000291052.2	ABCC13
ENST00000826966.1	ENSG00000291052.2	ABCC13
ENST00000826967.1	ENSG00000291052.2	ABCC13
ENST00000826971.1	ENSG00000291052.2	ABCC13
ENST00000422946.1	ENSG00000223882.1	ABCC5-AS1
ENST00000565118.3	ENSG00000291057.2	ABCC6P1
ENST00000843903.1	ENSG00000291057.2	ABCC6P1
ENST00000843904.1	ENSG00000291057.2	ABCC6P1
ENST00000843905.1	ENSG00000291057.2	ABCC6P1
ENST00000542005.3	ENSG00000290943.2	ABCC6P2
ENST00000632364.1	ENSG00000290494.1	ABCC6P2
ENST00000788655.1	ENSG00000290943.2	ABCC6P2
ENST00000788656.1	ENSG00000290943.2	ABCC6P2
ENST00000788657.1	ENSG00000290943.2	ABCC6P2
ENST00000788658.1	ENSG00000290943.2	ABCC6P2
ENST00000788660.1	ENSG00000290943.2	ABCC6P2
ENST00000788661.1	ENSG00000290943.2	ABCC6P2
ENST00000788662.1	ENSG00000290943.2	ABCC6P2
ENST00000830871.1	ENSG00000235361.2	ABR-AS1
ENST00000480931.2	ENSG00000287110.4	ACAD9-DT
ENST00000498297.3	ENSG00000287110.4	ACAD9-DT
ENST00000653122.1	ENSG00000287110.4	ACAD9-DT
ENST00000715846.1	ENSG00000287110.4	ACAD9-DT
ENST00000732083.1	ENSG00000287110.4	ACAD9-DT
ENST00000732084.1	ENSG00000287110.4	ACAD9-DT
ENST00000732085.1	ENSG00000287110.4	ACAD9-DT
ENST00000732086.1	ENSG00000287110.4	ACAD9-DT
ENST00000419899.1	ENSG00000229325.1	ACAP2-IT1
ENST00000440540.2	ENSG00000234478.2	ACBD3-AS1
ENST00000788843.1	ENSG00000234478.2	ACBD3-AS1
ENST00000788844.1	ENSG00000234478.2	ACBD3-AS1
ENST00000788845.1	ENSG00000234478.2	ACBD3-AS1
ENST00000788846.1	ENSG00000234478.2	ACBD3-AS1
ENST00000788847.1	ENSG00000234478.2	ACBD3-AS1
ENST00000788848.1	ENSG00000234478.2	ACBD3-AS1
ENST00000788849.1	ENSG00000234478.2	ACBD3-AS1
ENST00000421585.2	ENSG00000225833.2	ACE2-DT
ENST00000742836.1	ENSG00000225833.2	ACE2-DT
ENST00000742837.1	ENSG00000225833.2	ACE2-DT
ENST00000742838.1	ENSG00000225833.2	ACE2-DT
ENST00000530190.1	ENSG00000254988.2	ACER3-AS1
ENST00000804914.1	ENSG00000254988.2	ACER3-AS1
ENST00000376593.2	ENSG00000204581.3	ACOXL-AS1
ENST00000418615.1	ENSG00000204581.3	ACOXL-AS1
ENST00000670010.1	ENSG00000204581.3	ACOXL-AS1
ENST00000446709.1	ENSG00000234193.1	ACSL3-AS1
ENST00000424244.2	ENSG00000223548.2	ACSL6-AS1
ENST00000547123.1	ENSG00000258026.3	ACSS3-AS1
ENST00000653205.2	ENSG00000258026.3	ACSS3-AS1
ENST00000753047.1	ENSG00000258026.3	ACSS3-AS1
ENST00000437930.4	ENSG00000180139.11	ACTA2-AS1
ENST00000596007.1	ENSG00000180139.11	ACTA2-AS1
ENST00000625277.1	ENSG00000180139.11	ACTA2-AS1
ENST00000627669.1	ENSG00000180139.11	ACTA2-AS1
ENST00000331301.8	ENSG00000293435.2	ACTE1P
ENST00000508543.1	ENSG00000293435.2	ACTE1P
ENST00000640065.2	ENSG00000293435.2	ACTE1P
ENST00000440089.2	ENSG00000293222.2	ACTG1P17
ENST00000440479.1	ENSG00000293222.2	ACTG1P17
ENST00000559535.6	ENSG00000293222.2	ACTG1P17
ENST00000560958.1	ENSG00000293222.2	ACTG1P17
ENST00000561222.1	ENSG00000293222.2	ACTG1P17
ENST00000661203.1	ENSG00000293222.2	ACTG1P17
ENST00000798349.1	ENSG00000293222.2	ACTG1P17
ENST00000798350.1	ENSG00000293222.2	ACTG1P17
ENST00000798351.1	ENSG00000293222.2	ACTG1P17
ENST00000798353.1	ENSG00000293222.2	ACTG1P17
ENST00000798355.1	ENSG00000293222.2	ACTG1P17
ENST00000798356.1	ENSG00000293222.2	ACTG1P17
ENST00000798357.1	ENSG00000293222.2	ACTG1P17
ENST00000798358.1	ENSG00000293222.2	ACTG1P17
ENST00000798360.1	ENSG00000293222.2	ACTG1P17
ENST00000798361.1	ENSG00000293222.2	ACTG1P17
ENST00000798362.1	ENSG00000293222.2	ACTG1P17
ENST00000798363.1	ENSG00000293222.2	ACTG1P17
ENST00000798364.1	ENSG00000293222.2	ACTG1P17
ENST00000798365.1	ENSG00000293222.2	ACTG1P17
ENST00000798366.1	ENSG00000293222.2	ACTG1P17
ENST00000798489.1	ENSG00000293222.2	ACTG1P17
ENST00000798490.1	ENSG00000293222.2	ACTG1P17
ENST00000456105.2	ENSG00000293264.2	ACTG1P25
ENST00000803836.1	ENSG00000293264.2	ACTG1P25
ENST00000803837.1	ENSG00000293264.2	ACTG1P25
ENST00000803838.1	ENSG00000293264.2	ACTG1P25
ENST00000553944.3	ENSG00000259062.3	ACTN1-DT
ENST00000553961.1	ENSG00000259062.3	ACTN1-DT
ENST00000749507.1	ENSG00000259062.3	ACTN1-DT
ENST00000504911.1	ENSG00000250105.1	ACTN3-AS1
ENST00000420579.1	ENSG00000228857.4	ACTR3-AS1
ENST00000435407.1	ENSG00000228857.4	ACTR3-AS1
ENST00000446401.1	ENSG00000228857.4	ACTR3-AS1
ENST00000602760.2	ENSG00000228857.4	ACTR3-AS1
ENST00000687580.1	ENSG00000228857.4	ACTR3-AS1
ENST00000689404.2	ENSG00000228857.4	ACTR3-AS1
ENST00000827862.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827863.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827864.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827865.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827866.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827867.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827868.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827869.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827870.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827871.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827872.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827873.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827874.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827875.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827876.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827877.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827878.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827879.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827880.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827881.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827882.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827883.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827884.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827885.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827886.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827887.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827888.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827889.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827890.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827891.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827892.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827893.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827894.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827895.1	ENSG00000228857.4	ACTR3-AS1
ENST00000827896.1	ENSG00000228857.4	ACTR3-AS1
ENST00000441531.1	ENSG00000229589.1	ACVR2B-AS1
ENST00000530196.1	ENSG00000293335.1	ADAM21P1
ENST00000424066.2	ENSG00000293380.1	ADAM3A
ENST00000460383.6	ENSG00000293380.1	ADAM3A
ENST00000474764.6	ENSG00000293380.1	ADAM3A
ENST00000481351.6	ENSG00000293380.1	ADAM3A
ENST00000484602.5	ENSG00000293380.1	ADAM3A
ENST00000490268.6	ENSG00000293380.1	ADAM3A
ENST00000495171.6	ENSG00000293380.1	ADAM3A
ENST00000497806.5	ENSG00000293380.1	ADAM3A
ENST00000606026.2	ENSG00000290844.1	ADAM6
ENST00000633174.1	ENSG00000290516.1	ADAM6
ENST00000518988.5	ENSG00000253535.6	ADAM7-AS1
ENST00000521681.3	ENSG00000253535.6	ADAM7-AS1
ENST00000523700.5	ENSG00000253535.6	ADAM7-AS1
ENST00000773556.1	ENSG00000253535.6	ADAM7-AS1
ENST00000773557.1	ENSG00000253535.6	ADAM7-AS1
ENST00000773558.1	ENSG00000253535.6	ADAM7-AS1
ENST00000517428.5	ENSG00000253643.7	ADAM7-AS2
ENST00000519364.5	ENSG00000253643.7	ADAM7-AS2
ENST00000519893.3	ENSG00000253643.7	ADAM7-AS2
ENST00000520256.1	ENSG00000253643.7	ADAM7-AS2
ENST00000671216.2	ENSG00000253643.7	ADAM7-AS2
ENST00000835527.1	ENSG00000253643.7	ADAM7-AS2
ENST00000835528.1	ENSG00000253643.7	ADAM7-AS2
ENST00000835529.1	ENSG00000253643.7	ADAM7-AS2
ENST00000835530.1	ENSG00000253643.7	ADAM7-AS2
ENST00000835531.1	ENSG00000253643.7	ADAM7-AS2
ENST00000835532.1	ENSG00000253643.7	ADAM7-AS2
ENST00000835533.1	ENSG00000253643.7	ADAM7-AS2
ENST00000835534.1	ENSG00000253643.7	ADAM7-AS2
ENST00000514848.1	ENSG00000250866.1	ADAMTS16-AS1
ENST00000502827.2	ENSG00000249421.3	ADAMTS19-AS1
ENST00000661962.1	ENSG00000249421.3	ADAMTS19-AS1
ENST00000723046.1	ENSG00000249421.3	ADAMTS19-AS1
ENST00000723047.1	ENSG00000249421.3	ADAMTS19-AS1
ENST00000723048.1	ENSG00000249421.3	ADAMTS19-AS1
ENST00000723049.1	ENSG00000249421.3	ADAMTS19-AS1
ENST00000466225.4	ENSG00000241158.7	ADAMTS9-AS1
ENST00000470447.1	ENSG00000241158.7	ADAMTS9-AS1
ENST00000471990.3	ENSG00000241158.7	ADAMTS9-AS1
ENST00000474313.1	ENSG00000241158.7	ADAMTS9-AS1
ENST00000480831.1	ENSG00000241158.7	ADAMTS9-AS1
ENST00000493124.3	ENSG00000241158.7	ADAMTS9-AS1
ENST00000594810.3	ENSG00000241158.7	ADAMTS9-AS1
ENST00000597944.1	ENSG00000241158.7	ADAMTS9-AS1
ENST00000601022.1	ENSG00000241158.7	ADAMTS9-AS1
ENST00000625328.1	ENSG00000241158.7	ADAMTS9-AS1
ENST00000625396.1	ENSG00000241158.7	ADAMTS9-AS1
ENST00000625433.1	ENSG00000241158.7	ADAMTS9-AS1
ENST00000625636.1	ENSG00000241158.7	ADAMTS9-AS1
ENST00000625832.1	ENSG00000241158.7	ADAMTS9-AS1
ENST00000626014.2	ENSG00000241158.7	ADAMTS9-AS1
ENST00000626280.1	ENSG00000241158.7	ADAMTS9-AS1
ENST00000627227.2	ENSG00000241158.7	ADAMTS9-AS1
ENST00000628461.2	ENSG00000241158.7	ADAMTS9-AS1
ENST00000630336.2	ENSG00000241158.7	ADAMTS9-AS1
ENST00000631269.1	ENSG00000241158.7	ADAMTS9-AS1
ENST00000647631.2	ENSG00000241158.7	ADAMTS9-AS1
ENST00000460833.2	ENSG00000241684.9	ADAMTS9-AS2
ENST00000474768.5	ENSG00000241684.9	ADAMTS9-AS2
ENST00000481312.2	ENSG00000241684.9	ADAMTS9-AS2
ENST00000485174.5	ENSG00000241684.9	ADAMTS9-AS2
ENST00000650103.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000691998.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000692372.2	ENSG00000241684.9	ADAMTS9-AS2
ENST00000702102.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000702331.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770413.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770414.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770415.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770416.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770417.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770418.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770419.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770420.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770421.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770422.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770423.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770424.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770425.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770426.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770427.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770428.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770429.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770430.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770431.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770432.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770433.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770434.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770435.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770436.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770448.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770449.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770450.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770451.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770452.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000770453.1	ENSG00000241684.9	ADAMTS9-AS2
ENST00000615012.1	ENSG00000203804.5	ADAMTSL4-AS1
ENST00000442435.3	ENSG00000237781.3	ADAMTSL4-AS2
ENST00000784177.1	ENSG00000205696.6	ADARB2-AS1
ENST00000435541.3	ENSG00000290554.2	ADCY10P1
ENST00000567255.2	ENSG00000290554.2	ADCY10P1
ENST00000736435.1	ENSG00000290554.2	ADCY10P1
ENST00000736436.1	ENSG00000290554.2	ADCY10P1
ENST00000736437.1	ENSG00000290554.2	ADCY10P1
ENST00000547774.6	ENSG00000257660.6	ADCY6-DT
ENST00000549864.2	ENSG00000257660.6	ADCY6-DT
ENST00000803323.1	ENSG00000257660.6	ADCY6-DT
ENST00000803324.1	ENSG00000257660.6	ADCY6-DT
ENST00000803325.1	ENSG00000257660.6	ADCY6-DT
ENST00000803326.1	ENSG00000257660.6	ADCY6-DT
ENST00000803327.1	ENSG00000257660.6	ADCY6-DT
ENST00000803328.1	ENSG00000257660.6	ADCY6-DT
ENST00000803329.1	ENSG00000257660.6	ADCY6-DT
ENST00000369655.4	ENSG00000203876.11	ADD3-AS1
ENST00000369657.5	ENSG00000203876.11	ADD3-AS1
ENST00000625954.4	ENSG00000203876.11	ADD3-AS1
ENST00000627565.2	ENSG00000203876.11	ADD3-AS1
ENST00000631276.2	ENSG00000203876.11	ADD3-AS1
ENST00000767402.1	ENSG00000203876.11	ADD3-AS1
ENST00000767403.1	ENSG00000203876.11	ADD3-AS1
ENST00000767404.1	ENSG00000203876.11	ADD3-AS1
ENST00000767405.1	ENSG00000203876.11	ADD3-AS1
ENST00000767406.1	ENSG00000203876.11	ADD3-AS1
ENST00000767407.1	ENSG00000203876.11	ADD3-AS1
ENST00000767408.1	ENSG00000203876.11	ADD3-AS1
ENST00000767409.1	ENSG00000203876.11	ADD3-AS1
ENST00000419168.2	ENSG00000237468.3	ADGB-DT
ENST00000809833.1	ENSG00000237468.3	ADGB-DT
ENST00000809834.1	ENSG00000237468.3	ADGB-DT
ENST00000809835.1	ENSG00000237468.3	ADGB-DT
ENST00000809836.1	ENSG00000237468.3	ADGB-DT
ENST00000366099.2	ENSG00000256925.4	ADGRA1-AS1
ENST00000444433.2	ENSG00000256925.4	ADGRA1-AS1
ENST00000654383.1	ENSG00000256925.4	ADGRA1-AS1
ENST00000656946.1	ENSG00000256925.4	ADGRA1-AS1
ENST00000658362.1	ENSG00000256925.4	ADGRA1-AS1
ENST00000805858.1	ENSG00000256925.4	ADGRA1-AS1
ENST00000805859.1	ENSG00000256925.4	ADGRA1-AS1
ENST00000805860.1	ENSG00000256925.4	ADGRA1-AS1
ENST00000419979.2	ENSG00000230910.7	ADGRB3-DT
ENST00000604392.2	ENSG00000230910.7	ADGRB3-DT
ENST00000650249.1	ENSG00000230910.7	ADGRB3-DT
ENST00000658040.1	ENSG00000230910.7	ADGRB3-DT
ENST00000658609.1	ENSG00000230910.7	ADGRB3-DT
ENST00000659045.1	ENSG00000230910.7	ADGRB3-DT
ENST00000662142.3	ENSG00000230910.7	ADGRB3-DT
ENST00000663846.3	ENSG00000230910.7	ADGRB3-DT
ENST00000667769.2	ENSG00000230910.7	ADGRB3-DT
ENST00000689339.2	ENSG00000230910.7	ADGRB3-DT
ENST00000689565.1	ENSG00000230910.7	ADGRB3-DT
ENST00000690719.2	ENSG00000230910.7	ADGRB3-DT
ENST00000701827.1	ENSG00000230910.7	ADGRB3-DT
ENST00000702040.2	ENSG00000230910.7	ADGRB3-DT
ENST00000702764.2	ENSG00000230910.7	ADGRB3-DT
ENST00000762038.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762039.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762040.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762041.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762042.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762043.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762044.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762045.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762046.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762047.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762048.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762049.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762050.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762051.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762052.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762053.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762054.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762055.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762056.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762057.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762058.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762059.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762060.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762061.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762062.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762063.1	ENSG00000230910.7	ADGRB3-DT
ENST00000762064.1	ENSG00000230910.7	ADGRB3-DT
ENST00000536673.1	ENSG00000256151.1	ADGRD1-AS1
ENST00000542980.1	ENSG00000256151.1	ADGRD1-AS1
ENST00000451135.1	ENSG00000225730.1	ADGRF5-AS1
ENST00000588387.3	ENSG00000267169.3	ADGRL1-AS1
ENST00000588658.2	ENSG00000267169.3	ADGRL1-AS1
ENST00000671811.1	ENSG00000288348.1	ADGRL1-AS1
ENST00000671904.1	ENSG00000288348.1	ADGRL1-AS1
ENST00000673396.1	ENSG00000288348.1	ADGRL1-AS1
ENST00000502339.1	ENSG00000248692.6	ADGRL3-AS1
ENST00000504135.5	ENSG00000248692.6	ADGRL3-AS1
ENST00000506704.5	ENSG00000248692.6	ADGRL3-AS1
ENST00000509461.5	ENSG00000248692.6	ADGRL3-AS1
ENST00000801748.1	ENSG00000248692.6	ADGRL3-AS1
ENST00000710266.1	ENSG00000292223.1	ADIPINT
ENST00000710267.1	ENSG00000292223.1	ADIPINT
ENST00000422718.1	ENSG00000226482.1	ADIPOQ-AS1
ENST00000418273.2	ENSG00000272734.2	ADIRF-AS1
ENST00000440490.1	ENSG00000272734.2	ADIRF-AS1
ENST00000609111.1	ENSG00000272734.2	ADIRF-AS1
ENST00000609170.1	ENSG00000272734.2	ADIRF-AS1
ENST00000725870.1	ENSG00000272734.2	ADIRF-AS1
ENST00000526906.2	ENSG00000254554.2	ADM-DT
ENST00000847670.1	ENSG00000254554.2	ADM-DT
ENST00000847671.1	ENSG00000254554.2	ADM-DT
ENST00000847672.1	ENSG00000254554.2	ADM-DT
ENST00000847673.1	ENSG00000254554.2	ADM-DT
ENST00000847674.1	ENSG00000254554.2	ADM-DT
ENST00000847675.1	ENSG00000254554.2	ADM-DT
ENST00000847676.1	ENSG00000254554.2	ADM-DT
ENST00000847677.1	ENSG00000254554.2	ADM-DT
ENST00000558899.2	ENSG00000259456.5	ADNP-AS1
ENST00000614698.3	ENSG00000259456.5	ADNP-AS1
ENST00000655542.2	ENSG00000259456.5	ADNP-AS1
ENST00000664246.2	ENSG00000259456.5	ADNP-AS1
